cid	path_id	observed	p_value	fdr
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654716_R-HSA-5654720_P09038	-16.71101	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654716_R-HSA-5654720_P62993	-15.93369	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654733_R-HSA-1295596_P12931	-13.62302	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654733_R-HSA-1295596_P15056	-14.49321	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654733_R-HSA-1295596_P28482	-13.93572	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654733_R-HSA-1295596_P62993	-13.54706	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375276_R-HSA-444473_P21462	-15.28297	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375276_R-HSA-444473_P25090	-16.04640	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_P43088	-15.72886	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_P43116	-15.40705	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_P43119	-15.30731	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_Q13258	-16.05718	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_Q9Y5Y4	-15.63544	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-418038_R-HSA-417957_P47900	-14.75370	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-418038_R-HSA-417957_Q9H244	-14.60729	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-13.30010	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-12.39939	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-12.82726	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-13.92702	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450321_P53779	-14.15784	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450302_P49137	-12.94863	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450321_P53779	-13.36890	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450302_P49137	-12.15970	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-12.79925	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450302_P49137	-11.59004	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-445989_P05067	-13.19569	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-445989_P05067	-13.12998	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-445989_P05067	-13.03925	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-445989_P05067	-12.82692	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-445989_P05067	-13.24742	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P09038	-19.86560	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P11362	-20.56857	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P36888	-21.46723	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P62993	-19.08827	0.00000	0.00000
CID_5284486	R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-112412_P62993	-20.03246	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-15.69836	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-16.56427	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-15.66356	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-16.09143	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-17.19119	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-15.77533	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-14.87463	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-15.30249	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-16.40225	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-15.20568	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-14.30497	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-14.73284	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-15.83260	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450321_P53779	-15.44061	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450302_P49137	-14.23140	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-15.37490	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450302_P49137	-14.16569	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-15.28417	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450302_P49137	-14.07496	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-15.07183	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450302_P49137	-13.86263	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-15.49234	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450302_P49137	-14.28313	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-18.96253	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-18.17359	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-17.60394	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-17.84704	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-16.94633	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.37420	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-18.47396	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-17.78133	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-16.88062	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.30848	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-18.40824	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-17.69060	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-16.78989	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.21775	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-18.31751	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-17.47827	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-16.57756	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.00542	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-18.10518	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P05412	-17.89877	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-16.99807	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.42593	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-18.52569	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-20.24530	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-20.17959	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-20.08886	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-19.87653	0.00000	0.00000
CID_5284486	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-20.29703	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-1280218_R-HSA-2132295_P07711	-9.02180	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-1280218_R-HSA-2132295_P07858	-8.57897	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-1280218_R-HSA-2132295_P25774	-8.25263	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-1280218_R-HSA-2132295_P43235	-9.14445	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-6798695_P07858	-6.27925	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-6798695_P15144	-6.44898	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-6798695_P25774	-5.95290	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P00519	-7.88147	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P07900	-7.24877	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P08238	-7.40775	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P28482	-7.15843	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P62993	-6.73847	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029481_P12931	-7.70756	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-2454202_R-HSA-2871796_P53779	-9.43581	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-5621481_R-HSA-5621575_P17612	-10.89682	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P07711	-8.83519	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P07858	-8.39237	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P25774	-8.06602	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P43235	-8.95784	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-195721_R-HSA-195253_R-HSA-196299_P48729	-7.29052	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-195721_R-HSA-195253_R-HSA-4641265_Q13547	-8.18321	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-6803157_R-HSA-1461973_R-HSA-1461957_P41597	-7.34940	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_O60674	-9.80620	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_P12931	-9.78430	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_P15056	-10.24989	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5674135_P08514	-9.80758	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5674135_P12931	-9.79579	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5674135_P15056	-10.26138	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5674135_P28482	-9.83484	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_O00329	-11.57945	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_P04626	-11.96782	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_P12931	-10.60414	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-6807070_R-HSA-8943724_P28482	-12.31801	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-6807070_R-HSA-8948751_P68400	-12.71247	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450321_P53779	-12.15926	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_P43116	-13.69385	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_P43119	-13.68360	0.00000	0.00000
CID_5284616	R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-391903_R-HSA-391908_Q13258	-13.83456	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-14.18900	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450321_P53779	-15.67702	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450321_P53779	-14.88367	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-14.26487	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-17.70676	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-16.91341	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-16.29460	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450321_P53779	-17.07089	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-17.05969	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-16.97130	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-16.72741	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-17.14711	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-19.10062	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-19.08942	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-19.00103	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-18.75715	0.00000	0.00000
CID_5284616	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-19.17684	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029485_O14939	-9.39495	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029485_P42338	-9.62743	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029485_P43405	-9.45390	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P00519	-10.27147	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P07900	-9.10988	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P08238	-9.25498	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P28482	-9.09462	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P43405	-9.31758	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2029480_R-HSA-2029482_P62993	-8.40115	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-2454202_R-HSA-2871809_P43405	-9.63686	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P07711	-10.06236	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P25774	-9.52615	0.00000	0.00000
CID_5324346	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-1679131_P43235	-10.32324	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-195721_R-HSA-195253_R-HSA-196299_P48729	-8.94910	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-195721_R-HSA-195253_R-HSA-4641265_Q13547	-9.70563	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_O60674	-10.40995	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_P12931	-11.06046	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5673000_P15056	-9.81442	0.00000	0.00000
CID_5324346	R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5674135_P08514	-10.64860	0.00000	0.00000
